id,S0,K,unconstrained_S6,unconstrained_C,unconstrained_rms,baseline_S6,baseline_C,baseline_rms,delta_S6,delta_C,unconstrained_fseq,baseline_fseq
460,64.0,"[1, 2]",38.80672008601601,1000.0,0.0,38.80672008601601,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
468,64.0,[1],38.80672008601601,1000.0,0.0,38.80672008601601,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
470,62.0,"[1, 2]",37.59401008332801,1000.0,0.0,37.59401008332801,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
472,62.0,"[1, 2]",37.59401008332801,1000.0,0.0,37.59401008332801,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
477,58.0,[1],37.079926495232,840.0,3.1622776601683795,37.495434412032,828.0,1.2649110640673518,0.41550791679999577,-12.0,"(10, 10, 5, 10, 10, 10)","(10, 10, 10, 10, 8, 6)"
479,61.0,[1],36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
482,59.0,"[1, 2]",37.719235572736004,890.0,2.23606797749979,37.736142446592005,890.0,1.4142135623730951,0.016906873856001425,0.0,"(5, 10, 10, 10, 10, 10)","(6, 9, 10, 10, 10, 10)"
485,63.0,"[1, 2]",38.20036508467201,1000.0,0.0,38.20036508467201,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
488,55.0,"[1, 2]",37.072977483520006,780.0,2.23606797749979,38.29063907855999,744.0,1.4832396974191326,1.217661595039985,-36.0,"(5, 5, 10, 10, 10, 10)","(5, 5, 8, 9, 10, 10)"
489,55.0,"[1, 2]",37.072977483520006,780.0,2.23606797749979,38.29063907855999,744.0,1.4832396974191326,1.217661595039985,-36.0,"(5, 5, 10, 10, 10, 10)","(5, 5, 8, 9, 10, 10)"
491,64.0,"[1, 2]",38.80672008601601,1000.0,0.0,38.80672008601601,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
497,59.0,"[1, 2]",37.719235572736004,890.0,2.23606797749979,37.736142446592005,890.0,1.4142135623730951,0.016906873856001425,0.0,"(5, 10, 10, 10, 10, 10)","(6, 9, 10, 10, 10, 10)"
499,58.0,"[1, 2]",37.079926495232,840.0,3.1622776601683795,37.495434412032,828.0,1.2649110640673518,0.41550791679999577,-12.0,"(10, 10, 5, 10, 10, 10)","(10, 10, 10, 10, 8, 6)"
500,61.0,[1],36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
503,58.0,[1],37.079926495232,840.0,3.1622776601683795,37.495434412032,828.0,1.2649110640673518,0.41550791679999577,-12.0,"(10, 10, 5, 10, 10, 10)","(10, 10, 10, 10, 8, 6)"
519,56.0,"[1, 2]",37.747031619584,780.0,2.23606797749979,37.763950952448,780.0,1.4832396974191326,0.01691933286399916,0.0,"(5, 5, 10, 10, 10, 10)","(5, 6, 9, 10, 10, 10)"
520,61.0,"[1, 2]",36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
523,57.0,[1],38.421085755648,780.0,2.23606797749979,37.637509152384,804.0,1.4832396974191326,-0.7835766032640024,24.0,"(5, 5, 10, 10, 10, 10)","(5, 8, 9, 10, 10, 10)"
524,55.0,"[1, 2]",37.072977483520006,780.0,2.23606797749979,38.29063907855999,744.0,1.4832396974191326,1.217661595039985,-36.0,"(5, 5, 10, 10, 10, 10)","(5, 5, 8, 9, 10, 10)"
526,64.0,"[1, 2]",38.80672008601601,1000.0,0.0,38.80672008601601,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
536,62.0,"[1, 2]",37.59401008332801,1000.0,0.0,37.59401008332801,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
541,60.0,[1],38.358544650240006,890.0,2.23606797749979,37.56764682240001,914.0,1.3416407864998738,-0.7908978278399985,24.0,"(5, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 7)"
552,59.0,"[1, 2]",37.719235572736004,890.0,2.23606797749979,37.736142446592005,890.0,1.4142135623730951,0.016906873856001425,0.0,"(5, 10, 10, 10, 10, 10)","(6, 9, 10, 10, 10, 10)"
553,63.0,"[1, 2]",38.20036508467201,1000.0,0.0,38.20036508467201,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
559,58.0,"[1, 2]",37.079926495232,840.0,3.1622776601683795,37.495434412032,828.0,1.2649110640673518,0.41550791679999577,-12.0,"(10, 10, 5, 10, 10, 10)","(10, 10, 10, 10, 8, 6)"
567,64.0,"[1, 2]",38.80672008601601,1000.0,0.0,38.80672008601601,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
568,62.0,"[1, 2]",37.59401008332801,1000.0,0.0,37.59401008332801,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
574,56.0,[1],37.747031619584,780.0,2.23606797749979,37.763950952448,780.0,1.4832396974191326,0.01691933286399916,0.0,"(5, 5, 10, 10, 10, 10)","(5, 6, 9, 10, 10, 10)"
575,61.0,[1],36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
590,58.0,"[1, 2]",37.079926495232,840.0,3.1622776601683795,37.495434412032,828.0,1.2649110640673518,0.41550791679999577,-12.0,"(10, 10, 5, 10, 10, 10)","(10, 10, 10, 10, 8, 6)"
592,63.0,"[1, 2]",38.20036508467201,1000.0,0.0,38.20036508467201,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
605,55.0,[1],37.072977483520006,780.0,2.23606797749979,38.29063907855999,744.0,1.4832396974191326,1.217661595039985,-36.0,"(5, 5, 10, 10, 10, 10)","(5, 5, 8, 9, 10, 10)"
606,60.0,"[1, 2]",38.358544650240006,890.0,2.23606797749979,37.56764682240001,914.0,1.3416407864998738,-0.7908978278399985,24.0,"(5, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 7)"
608,61.0,[1],36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
609,61.0,"[1, 2]",36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
612,62.0,"[1, 2, 3]",37.59401008332801,1000.0,0.0,37.59401008332801,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
620,61.0,[1],36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
630,56.0,[1],37.747031619584,780.0,2.23606797749979,37.763950952448,780.0,1.4832396974191326,0.01691933286399916,0.0,"(5, 5, 10, 10, 10, 10)","(5, 6, 9, 10, 10, 10)"
633,55.0,"[1, 2]",37.072977483520006,780.0,2.23606797749979,38.29063907855999,744.0,1.4832396974191326,1.217661595039985,-36.0,"(5, 5, 10, 10, 10, 10)","(5, 5, 8, 9, 10, 10)"
634,59.0,"[1, 2]",37.719235572736004,890.0,2.23606797749979,37.736142446592005,890.0,1.4142135623730951,0.016906873856001425,0.0,"(5, 10, 10, 10, 10, 10)","(6, 9, 10, 10, 10, 10)"
636,56.0,"[1, 2]",37.747031619584,780.0,2.23606797749979,37.763950952448,780.0,1.4832396974191326,0.01691933286399916,0.0,"(5, 5, 10, 10, 10, 10)","(5, 6, 9, 10, 10, 10)"
642,64.0,"[1, 2]",38.80672008601601,1000.0,0.0,38.80672008601601,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
643,57.0,"[1, 2]",38.421085755648,780.0,2.23606797749979,37.637509152384,804.0,1.4832396974191326,-0.7835766032640024,24.0,"(5, 5, 10, 10, 10, 10)","(5, 8, 9, 10, 10, 10)"
646,56.0,"[1, 2]",37.747031619584,780.0,2.23606797749979,37.763950952448,780.0,1.4832396974191326,0.01691933286399916,0.0,"(5, 5, 10, 10, 10, 10)","(5, 6, 9, 10, 10, 10)"
649,63.0,[1],38.20036508467201,1000.0,0.0,38.20036508467201,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
651,58.0,"[1, 2]",37.079926495232,840.0,3.1622776601683795,37.495434412032,828.0,1.2649110640673518,0.41550791679999577,-12.0,"(10, 10, 5, 10, 10, 10)","(10, 10, 10, 10, 8, 6)"
661,63.0,"[1, 2]",38.20036508467201,1000.0,0.0,38.20036508467201,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
675,60.0,"[1, 2, 3]",38.358544650240006,890.0,2.23606797749979,37.56764682240001,914.0,1.3416407864998738,-0.7908978278399985,24.0,"(5, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 7)"
679,57.0,"[1, 2]",38.421085755648,780.0,2.23606797749979,37.637509152384,804.0,1.4832396974191326,-0.7835766032640024,24.0,"(5, 5, 10, 10, 10, 10)","(5, 8, 9, 10, 10, 10)"
681,65.0,"[1, 2]",38.55626910720001,1060.0,0.4472135954999579,38.55626910720001,1060.0,0.4472135954999579,0.0,0.0,"(9, 10, 10, 10, 10, 10)","(9, 10, 10, 10, 10, 10)"
696,61.0,"[1, 2]",36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
698,56.0,[1],37.747031619584,780.0,2.23606797749979,37.763950952448,780.0,1.4832396974191326,0.01691933286399916,0.0,"(5, 5, 10, 10, 10, 10)","(5, 6, 9, 10, 10, 10)"
700,62.0,"[1, 2]",37.59401008332801,1000.0,0.0,37.59401008332801,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
710,63.0,"[1, 2]",38.20036508467201,1000.0,0.0,38.20036508467201,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
711,61.0,"[1, 2, 3]",36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
712,64.0,"[1, 2]",38.80672008601601,1000.0,0.0,38.80672008601601,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
713,57.0,"[1, 2]",38.421085755648,780.0,2.23606797749979,37.637509152384,804.0,1.4832396974191326,-0.7835766032640024,24.0,"(5, 5, 10, 10, 10, 10)","(5, 8, 9, 10, 10, 10)"
715,62.0,"[1, 2]",37.59401008332801,1000.0,0.0,37.59401008332801,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
719,58.0,"[1, 2]",37.079926495232,840.0,3.1622776601683795,37.495434412032,828.0,1.2649110640673518,0.41550791679999577,-12.0,"(10, 10, 5, 10, 10, 10)","(10, 10, 10, 10, 8, 6)"
720,64.0,"[1, 2, 3]",38.80672008601601,1000.0,0.0,38.80672008601601,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
722,62.0,"[1, 2]",37.59401008332801,1000.0,0.0,37.59401008332801,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
723,59.0,[1],37.719235572736004,890.0,2.23606797749979,37.736142446592005,890.0,1.4142135623730951,0.016906873856001425,0.0,"(5, 10, 10, 10, 10, 10)","(6, 9, 10, 10, 10, 10)"
724,61.0,"[1, 2]",36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
726,60.0,"[1, 2]",38.358544650240006,890.0,2.23606797749979,37.56764682240001,914.0,1.3416407864998738,-0.7908978278399985,24.0,"(5, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 7)"
729,62.0,"[1, 2]",37.59401008332801,1000.0,0.0,37.59401008332801,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
733,55.0,"[1, 2]",37.072977483520006,780.0,2.23606797749979,38.29063907855999,744.0,1.4832396974191326,1.217661595039985,-36.0,"(5, 5, 10, 10, 10, 10)","(5, 5, 8, 9, 10, 10)"
735,64.0,"[1, 2]",38.80672008601601,1000.0,0.0,38.80672008601601,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
736,65.0,"[1, 2]",38.55626910720001,1060.0,0.4472135954999579,38.55626910720001,1060.0,0.4472135954999579,0.0,0.0,"(9, 10, 10, 10, 10, 10)","(9, 10, 10, 10, 10, 10)"
737,63.0,"[1, 2, 3]",38.20036508467201,1000.0,0.0,38.20036508467201,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
741,60.0,"[1, 2]",38.358544650240006,890.0,2.23606797749979,37.56764682240001,914.0,1.3416407864998738,-0.7908978278399985,24.0,"(5, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 7)"
742,63.0,"[1, 2]",38.20036508467201,1000.0,0.0,38.20036508467201,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
745,55.0,[1],37.072977483520006,780.0,2.23606797749979,38.29063907855999,744.0,1.4832396974191326,1.217661595039985,-36.0,"(5, 5, 10, 10, 10, 10)","(5, 5, 8, 9, 10, 10)"
746,59.0,[1],37.719235572736004,890.0,2.23606797749979,37.736142446592005,890.0,1.4142135623730951,0.016906873856001425,0.0,"(5, 10, 10, 10, 10, 10)","(6, 9, 10, 10, 10, 10)"
747,60.0,"[1, 2]",38.358544650240006,890.0,2.23606797749979,37.56764682240001,914.0,1.3416407864998738,-0.7908978278399985,24.0,"(5, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 7)"
750,65.0,"[1, 2]",38.55626910720001,1060.0,0.4472135954999579,38.55626910720001,1060.0,0.4472135954999579,0.0,0.0,"(9, 10, 10, 10, 10, 10)","(9, 10, 10, 10, 10, 10)"
754,59.0,"[1, 2]",37.719235572736004,890.0,2.23606797749979,37.736142446592005,890.0,1.4142135623730951,0.016906873856001425,0.0,"(5, 10, 10, 10, 10, 10)","(6, 9, 10, 10, 10, 10)"
759,55.0,[1],37.072977483520006,780.0,2.23606797749979,38.29063907855999,744.0,1.4832396974191326,1.217661595039985,-36.0,"(5, 5, 10, 10, 10, 10)","(5, 5, 8, 9, 10, 10)"
762,58.0,"[1, 2]",37.079926495232,840.0,3.1622776601683795,37.495434412032,828.0,1.2649110640673518,0.41550791679999577,-12.0,"(10, 10, 5, 10, 10, 10)","(10, 10, 10, 10, 8, 6)"
763,64.0,"[1, 2]",38.80672008601601,1000.0,0.0,38.80672008601601,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
769,64.0,[1],38.80672008601601,1000.0,0.0,38.80672008601601,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
771,57.0,[1],38.421085755648,780.0,2.23606797749979,37.637509152384,804.0,1.4832396974191326,-0.7835766032640024,24.0,"(5, 5, 10, 10, 10, 10)","(5, 8, 9, 10, 10, 10)"
775,64.0,[1],38.80672008601601,1000.0,0.0,38.80672008601601,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
776,59.0,[1],37.719235572736004,890.0,2.23606797749979,37.736142446592005,890.0,1.4142135623730951,0.016906873856001425,0.0,"(5, 10, 10, 10, 10, 10)","(6, 9, 10, 10, 10, 10)"
777,57.0,"[1, 2]",38.421085755648,780.0,2.23606797749979,37.637509152384,804.0,1.4832396974191326,-0.7835766032640024,24.0,"(5, 5, 10, 10, 10, 10)","(5, 8, 9, 10, 10, 10)"
781,61.0,"[1, 2]",36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
784,55.0,[1],37.072977483520006,780.0,2.23606797749979,38.29063907855999,744.0,1.4832396974191326,1.217661595039985,-36.0,"(5, 5, 10, 10, 10, 10)","(5, 5, 8, 9, 10, 10)"
786,64.0,"[1, 2]",38.80672008601601,1000.0,0.0,38.80672008601601,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
790,55.0,"[1, 2]",37.072977483520006,780.0,2.23606797749979,38.29063907855999,744.0,1.4832396974191326,1.217661595039985,-36.0,"(5, 5, 10, 10, 10, 10)","(5, 5, 8, 9, 10, 10)"
793,58.0,[1],37.079926495232,840.0,3.1622776601683795,37.495434412032,828.0,1.2649110640673518,0.41550791679999577,-12.0,"(10, 10, 5, 10, 10, 10)","(10, 10, 10, 10, 8, 6)"
796,56.0,"[1, 2]",37.747031619584,780.0,2.23606797749979,37.763950952448,780.0,1.4832396974191326,0.01691933286399916,0.0,"(5, 5, 10, 10, 10, 10)","(5, 6, 9, 10, 10, 10)"
798,58.0,"[1, 2]",37.079926495232,840.0,3.1622776601683795,37.495434412032,828.0,1.2649110640673518,0.41550791679999577,-12.0,"(10, 10, 5, 10, 10, 10)","(10, 10, 10, 10, 8, 6)"
805,58.0,[1],37.079926495232,840.0,3.1622776601683795,37.495434412032,828.0,1.2649110640673518,0.41550791679999577,-12.0,"(10, 10, 5, 10, 10, 10)","(10, 10, 10, 10, 8, 6)"
806,62.0,"[1, 2, 3]",37.59401008332801,1000.0,0.0,37.59401008332801,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
809,55.0,"[1, 2]",37.072977483520006,780.0,2.23606797749979,38.29063907855999,744.0,1.4832396974191326,1.217661595039985,-36.0,"(5, 5, 10, 10, 10, 10)","(5, 5, 8, 9, 10, 10)"
811,63.0,[1],38.20036508467201,1000.0,0.0,38.20036508467201,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
818,56.0,"[1, 2]",37.747031619584,780.0,2.23606797749979,37.763950952448,780.0,1.4832396974191326,0.01691933286399916,0.0,"(5, 5, 10, 10, 10, 10)","(5, 6, 9, 10, 10, 10)"
819,58.0,"[1, 2]",37.079926495232,840.0,3.1622776601683795,37.495434412032,828.0,1.2649110640673518,0.41550791679999577,-12.0,"(10, 10, 5, 10, 10, 10)","(10, 10, 10, 10, 8, 6)"
826,57.0,"[1, 2]",38.421085755648,780.0,2.23606797749979,37.637509152384,804.0,1.4832396974191326,-0.7835766032640024,24.0,"(5, 5, 10, 10, 10, 10)","(5, 8, 9, 10, 10, 10)"
827,61.0,"[1, 2]",36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
830,58.0,"[1, 2]",37.079926495232,840.0,3.1622776601683795,37.495434412032,828.0,1.2649110640673518,0.41550791679999577,-12.0,"(10, 10, 5, 10, 10, 10)","(10, 10, 10, 10, 8, 6)"
836,60.0,[1],38.358544650240006,890.0,2.23606797749979,37.56764682240001,914.0,1.3416407864998738,-0.7908978278399985,24.0,"(5, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 7)"
838,62.0,"[1, 2, 3]",37.59401008332801,1000.0,0.0,37.59401008332801,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
842,61.0,"[1, 2]",36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
845,57.0,"[1, 2]",38.421085755648,780.0,2.23606797749979,37.637509152384,804.0,1.4832396974191326,-0.7835766032640024,24.0,"(5, 5, 10, 10, 10, 10)","(5, 8, 9, 10, 10, 10)"
846,57.0,"[1, 2]",38.421085755648,780.0,2.23606797749979,37.637509152384,804.0,1.4832396974191326,-0.7835766032640024,24.0,"(5, 5, 10, 10, 10, 10)","(5, 8, 9, 10, 10, 10)"
852,59.0,"[1, 2]",37.719235572736004,890.0,2.23606797749979,37.736142446592005,890.0,1.4142135623730951,0.016906873856001425,0.0,"(5, 10, 10, 10, 10, 10)","(6, 9, 10, 10, 10, 10)"
856,64.0,"[1, 2]",38.80672008601601,1000.0,0.0,38.80672008601601,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
862,61.0,"[1, 2]",36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
864,63.0,[1],38.20036508467201,1000.0,0.0,38.20036508467201,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
865,64.0,[1],38.80672008601601,1000.0,0.0,38.80672008601601,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
868,59.0,[1],37.719235572736004,890.0,2.23606797749979,37.736142446592005,890.0,1.4142135623730951,0.016906873856001425,0.0,"(5, 10, 10, 10, 10, 10)","(6, 9, 10, 10, 10, 10)"
873,57.0,[1],38.421085755648,780.0,2.23606797749979,37.637509152384,804.0,1.4832396974191326,-0.7835766032640024,24.0,"(5, 5, 10, 10, 10, 10)","(5, 8, 9, 10, 10, 10)"
874,60.0,"[1, 2]",38.358544650240006,890.0,2.23606797749979,37.56764682240001,914.0,1.3416407864998738,-0.7908978278399985,24.0,"(5, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 7)"
876,61.0,"[1, 2]",36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
879,59.0,[1],37.719235572736004,890.0,2.23606797749979,37.736142446592005,890.0,1.4142135623730951,0.016906873856001425,0.0,"(5, 10, 10, 10, 10, 10)","(6, 9, 10, 10, 10, 10)"
881,58.0,"[1, 2]",37.079926495232,840.0,3.1622776601683795,37.495434412032,828.0,1.2649110640673518,0.41550791679999577,-12.0,"(10, 10, 5, 10, 10, 10)","(10, 10, 10, 10, 8, 6)"
889,56.0,"[1, 2]",37.747031619584,780.0,2.23606797749979,37.763950952448,780.0,1.4832396974191326,0.01691933286399916,0.0,"(5, 5, 10, 10, 10, 10)","(5, 6, 9, 10, 10, 10)"
898,58.0,"[1, 2, 3]",37.079926495232,840.0,3.1622776601683795,37.495434412032,828.0,1.2649110640673518,0.41550791679999577,-12.0,"(10, 10, 5, 10, 10, 10)","(10, 10, 10, 10, 8, 6)"
908,59.0,[1],37.719235572736004,890.0,2.23606797749979,37.736142446592005,890.0,1.4142135623730951,0.016906873856001425,0.0,"(5, 10, 10, 10, 10, 10)","(6, 9, 10, 10, 10, 10)"
909,61.0,"[1, 2]",36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
913,61.0,[1],36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
916,59.0,"[1, 2]",37.719235572736004,890.0,2.23606797749979,37.736142446592005,890.0,1.4142135623730951,0.016906873856001425,0.0,"(5, 10, 10, 10, 10, 10)","(6, 9, 10, 10, 10, 10)"
918,61.0,"[1, 2]",36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
920,59.0,"[1, 2]",37.719235572736004,890.0,2.23606797749979,37.736142446592005,890.0,1.4142135623730951,0.016906873856001425,0.0,"(5, 10, 10, 10, 10, 10)","(6, 9, 10, 10, 10, 10)"
926,62.0,[1],37.59401008332801,1000.0,0.0,37.59401008332801,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
931,61.0,"[1, 2]",36.987655081984016,950.0,0.0,36.987655081984016,950.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
935,65.0,"[1, 2]",38.55626910720001,1060.0,0.4472135954999579,38.55626910720001,1060.0,0.4472135954999579,0.0,0.0,"(9, 10, 10, 10, 10, 10)","(9, 10, 10, 10, 10, 10)"
938,63.0,[1],38.20036508467201,1000.0,0.0,38.20036508467201,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
945,63.0,[1],38.20036508467201,1000.0,0.0,38.20036508467201,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
951,60.0,[1],38.358544650240006,890.0,2.23606797749979,37.56764682240001,914.0,1.3416407864998738,-0.7908978278399985,24.0,"(5, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 7)"
956,62.0,[1],37.59401008332801,1000.0,0.0,37.59401008332801,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
958,62.0,"[1, 2]",37.59401008332801,1000.0,0.0,37.59401008332801,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
959,58.0,"[1, 2]",37.079926495232,840.0,3.1622776601683795,37.495434412032,828.0,1.2649110640673518,0.41550791679999577,-12.0,"(10, 10, 5, 10, 10, 10)","(10, 10, 10, 10, 8, 6)"
962,57.0,[1],38.421085755648,780.0,2.23606797749979,37.637509152384,804.0,1.4832396974191326,-0.7835766032640024,24.0,"(5, 5, 10, 10, 10, 10)","(5, 8, 9, 10, 10, 10)"
963,63.0,[1],38.20036508467201,1000.0,0.0,38.20036508467201,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
970,57.0,[1],38.421085755648,780.0,2.23606797749979,37.637509152384,804.0,1.4832396974191326,-0.7835766032640024,24.0,"(5, 5, 10, 10, 10, 10)","(5, 8, 9, 10, 10, 10)"
976,64.0,[1],38.80672008601601,1000.0,0.0,38.80672008601601,1000.0,0.0,0.0,0.0,"(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
983,65.0,"[1, 2]",38.55626910720001,1060.0,0.4472135954999579,38.55626910720001,1060.0,0.4472135954999579,0.0,0.0,"(9, 10, 10, 10, 10, 10)","(9, 10, 10, 10, 10, 10)"
